heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
blnm_monotona_randomizada,15,10,10,0.0085,1034,96,0.7
blnm_monotona_randomizada,15,10,10,0.0055,1008,96,0.8
blnm_monotona_randomizada,15,10,10,0.0044,1298,96,0.9
blnm_monotona_randomizada,20,10,1,0.0327,1020,99,0.1
blnm_monotona_randomizada,20,10,1,0.0279,1014,99,0.2
blnm_monotona_randomizada,20,10,1,0.0231,1009,99,0.3
blnm_monotona_randomizada,20,10,1,0.0212,1045,99,0.4
blnm_monotona_randomizada,20,10,1,0.0186,1031,99,0.5
blnm_monotona_randomizada,20,10,1,0.0154,1138,99,0.6
blnm_monotona_randomizada,20,10,1,0.0143,1194,99,0.7
blnm_monotona_randomizada,20,10,1,0.0157,1883,99,0.8
blnm_monotona_randomizada,20,10,1,0.0054,1276,99,0.9
blnm_monotona_randomizada,20,10,2,0.0592,1950,134,0.1
blnm_monotona_randomizada,20,10,2,0.0679,2420,134,0.2
blnm_monotona_randomizada,20,10,2,0.0411,1764,134,0.3
blnm_monotona_randomizada,20,10,2,0.0265,1228,134,0.4
blnm_monotona_randomizada,20,10,2,0.0214,1078,137,0.5
blnm_monotona_randomizada,20,10,2,0.0573,3881,134,0.6
blnm_monotona_randomizada,20,10,2,0.0268,2265,137,0.7
blnm_monotona_randomizada,20,10,2,0.0086,1102,138,0.8
blnm_monotona_randomizada,20,10,2,0.0081,1896,148,0.9
blnm_monotona_randomizada,20,10,3,0.0324,1009,97,0.1
blnm_monotona_randomizada,20,10,3,0.0283,1004,97,0.2
blnm_monotona_randomizada,20,10,3,0.0230,1011,97,0.3
blnm_monotona_randomizada,20,10,3,0.0231,1031,97,0.4
blnm_monotona_randomizada,20,10,3,0.0201,1043,97,0.5
blnm_monotona_randomizada,20,10,3,0.0153,1015,97,0.6
blnm_monotona_randomizada,20,10,3,0.0120,1125,97,0.7
blnm_monotona_randomizada,20,10,3,0.0118,1270,97,0.8
blnm_monotona_randomizada,20,10,3,0.0106,2364,97,0.9
blnm_monotona_randomizada,20,10,4,0.0370,1166,110,0.1
blnm_monotona_randomizada,20,10,4,0.0342,1144,113,0.2
blnm_monotona_randomizada,20,10,4,0.0512,1724,110,0.3
blnm_monotona_randomizada,20,10,4,0.0255,1266,110,0.4
blnm_monotona_randomizada,20,10,4,0.0232,1281,113,0.5
blnm_monotona_randomizada,20,10,4,0.0236,1824,113,0.6
blnm_monotona_randomizada,20,10,4,0.0149,1260,122,0.7
blnm_monotona_randomizada,20,10,4,0.0121,1493,122,0.8
blnm_monotona_randomizada,20,10,4,0.0048,1246,135,0.9
blnm_monotona_randomizada,20,10,5,0.0621,2051,138,0.1
blnm_monotona_randomizada,20,10,5,0.0609,2274,136,0.2
blnm_monotona_randomizada,20,10,5,0.0286,1279,136,0.3
blnm_monotona_randomizada,20,10,5,0.0351,1733,136,0.4
blnm_monotona_randomizada,20,10,5,0.0234,1353,137,0.5
blnm_monotona_randomizada,20,10,5,0.0212,1567,141,0.6
blnm_monotona_randomizada,20,10,5,0.0132,1207,142,0.7
blnm_monotona_randomizada,20,10,5,0.0126,1416,147,0.8
blnm_monotona_randomizada,20,10,5,0.0102,2426,148,0.9
blnm_monotona_randomizada,20,10,6,0.0450,1535,115,0.1
blnm_monotona_randomizada,20,10,6,0.0386,1472,115,0.2
blnm_monotona_randomizada,20,10,6,0.0688,2839,114,0.3
blnm_monotona_randomizada,20,10,6,0.0452,2169,115,0.4
blnm_monotona_randomizada,20,10,6,0.0197,1128,116,0.5
blnm_monotona_randomizada,20,10,6,0.0201,1408,116,0.6
blnm_monotona_randomizada,20,10,6,0.0120,1105,125,0.7
blnm_monotona_randomizada,20,10,6,0.0207,2670,121,0.8
blnm_monotona_randomizada,20,10,6,0.0065,1729,134,0.9
blnm_monotona_randomizada,20,10,7,0.0360,1209,136,0.1
blnm_monotona_randomizada,20,10,7,0.0401,1601,127,0.2
blnm_monotona_randomizada,20,10,7,0.0250,1102,131,0.3
blnm_monotona_randomizada,20,10,7,0.0438,2144,127,0.4
blnm_monotona_randomizada,20,10,7,0.0449,2648,131,0.5
blnm_monotona_randomizada,20,10,7,0.0148,1040,133,0.6
blnm_monotona_randomizada,20,10,7,0.0234,2156,139,0.7
blnm_monotona_randomizada,20,10,7,0.0079,1075,147,0.8
blnm_monotona_randomizada,20,10,7,0.0053,1301,152,0.9
blnm_monotona_randomizada,20,10,8,0.0437,1434,93,0.1
blnm_monotona_randomizada,20,10,8,0.0491,2005,88,0.2
blnm_monotona_randomizada,20,10,8,0.0331,1482,88,0.3
blnm_monotona_randomizada,20,10,8,0.0361,1840,88,0.4
blnm_monotona_randomizada,20,10,8,0.0215,1251,93,0.5
blnm_monotona_randomizada,20,10,8,0.0273,1841,88,0.6
blnm_monotona_randomizada,20,10,8,0.0123,1205,93,0.7
blnm_monotona_randomizada,20,10,8,0.0186,2342,93,0.8
blnm_monotona_randomizada,20,10,8,0.0117,3253,97,0.9
blnm_monotona_randomizada,20,10,9,0.0416,1325,129,0.1
blnm_monotona_randomizada,20,10,9,0.0266,1070,129,0.2
blnm_monotona_randomizada,20,10,9,0.0311,1378,129,0.3
blnm_monotona_randomizada,20,10,9,0.0379,1778,129,0.4
blnm_monotona_randomizada,20,10,9,0.0258,1480,129,0.5
blnm_monotona_randomizada,20,10,9,0.0261,1923,129,0.6
blnm_monotona_randomizada,20,10,9,0.0113,1121,132,0.7
blnm_monotona_randomizada,20,10,9,0.0108,1523,137,0.8
blnm_monotona_randomizada,20,10,9,0.0045,1111,137,0.9
blnm_monotona_randomizada,20,10,10,0.0311,1135,98,0.1
blnm_monotona_randomizada,20,10,10,0.0272,1070,98,0.2
blnm_monotona_randomizada,20,10,10,0.0341,1594,98,0.3
blnm_monotona_randomizada,20,10,10,0.0220,1034,98,0.4
blnm_monotona_randomizada,20,10,10,0.0172,1037,98,0.5
blnm_monotona_randomizada,20,10,10,0.0214,1634,99,0.6
blnm_monotona_randomizada,20,10,10,0.0100,1035,99,0.7
blnm_monotona_randomizada,20,10,10,0.0121,1774,101,0.8
blnm_monotona_randomizada,20,10,10,0.0045,1193,116,0.9
blnm_monotona_randomizada,30,20,1,0.1243,1522,100,0.1
blnm_monotona_randomizada,30,20,1,0.0917,1051,100,0.2
blnm_monotona_randomizada,30,20,1,0.0695,1051,100,0.3
blnm_monotona_randomizada,30,20,1,0.0663,1054,100,0.4
blnm_monotona_randomizada,30,20,1,0.0761,1535,100,0.5
blnm_monotona_randomizada,30,20,1,0.0364,1021,100,0.6
blnm_monotona_randomizada,30,20,1,0.0301,1044,102,0.7
blnm_monotona_randomizada,30,20,1,0.0411,1965,123,0.8
blnm_monotona_randomizada,30,20,1,0.0121,1134,147,0.9
blnm_monotona_randomizada,30,20,2,0.0821,1008,96,0.1
blnm_monotona_randomizada,30,20,2,0.0801,1017,96,0.2
blnm_monotona_randomizada,30,20,2,0.0654,1016,96,0.3
blnm_monotona_randomizada,30,20,2,0.0530,1015,96,0.4
blnm_monotona_randomizada,30,20,2,0.0481,1048,96,0.5
blnm_monotona_randomizada,30,20,2,0.0418,1131,96,0.6
blnm_monotona_randomizada,30,20,2,0.0347,1252,96,0.7
blnm_monotona_randomizada,30,20,2,0.0329,1248,96,0.8
blnm_monotona_randomizada,30,20,2,0.0292,1885,99,0.9
blnm_monotona_randomizada,30,20,3,0.1788,1538,99,0.1
blnm_monotona_randomizada,30,20,3,0.1042,1068,99,0.2
blnm_monotona_randomizada,30,20,3,0.0825,1061,99,0.3
blnm_monotona_randomizada,30,20,3,0.0766,1081,99,0.4
blnm_monotona_randomizada,30,20,3,0.0769,1206,99,0.5
blnm_monotona_randomizada,30,20,3,0.0812,1815,99,0.6
blnm_monotona_randomizada,30,20,3,0.0415,1180,99,0.7
blnm_monotona_randomizada,30,20,3,0.0229,1125,116,0.8
blnm_monotona_randomizada,30,20,3,0.0135,1472,132,0.9
blnm_monotona_randomizada,30,20,4,0.1035,1098,91,0.1
blnm_monotona_randomizada,30,20,4,0.0911,1009,91,0.2
blnm_monotona_randomizada,30,20,4,0.0755,1064,91,0.3
blnm_monotona_randomizada,30,20,4,0.0677,1047,91,0.4
blnm_monotona_randomizada,30,20,4,0.0682,1028,91,0.5
blnm_monotona_randomizada,30,20,4,0.0535,1076,91,0.6
blnm_monotona_randomizada,30,20,4,0.0357,1040,91,0.7
blnm_monotona_randomizada,30,20,4,0.0239,1190,91,0.8
blnm_monotona_randomizada,30,20,4,0.0247,1935,103,0.9
blnm_monotona_randomizada,30,20,5,0.1128,1160,98,0.1
blnm_monotona_randomizada,30,20,5,0.0940,1033,98,0.2
blnm_monotona_randomizada,30,20,5,0.0739,1067,98,0.3
blnm_monotona_randomizada,30,20,5,0.0831,1270,98,0.4
blnm_monotona_randomizada,30,20,5,0.0823,1073,98,0.5
blnm_monotona_randomizada,30,20,5,0.0654,1620,98,0.6
blnm_monotona_randomizada,30,20,5,0.0659,1906,108,0.7
blnm_monotona_randomizada,30,20,5,0.0235,1244,119,0.8
blnm_monotona_randomizada,30,20,5,0.0143,1419,132,0.9
blnm_monotona_randomizada,30,20,6,0.1043,1232,100,0.1
blnm_monotona_randomizada,30,20,6,0.1502,1171,100,0.2
blnm_monotona_randomizada,30,20,6,0.1067,1342,100,0.3
blnm_monotona_randomizada,30,20,6,0.0943,1125,100,0.4
blnm_monotona_randomizada,30,20,6,0.0919,1141,100,0.5
blnm_monotona_randomizada,30,20,6,0.1454,2830,100,0.6
blnm_monotona_randomizada,30,20,6,0.0463,1378,102,0.7
blnm_monotona_randomizada,30,20,6,0.0330,1305,103,0.8
blnm_monotona_randomizada,30,20,6,0.0127,1255,147,0.9
blnm_monotona_randomizada,30,20,7,0.1643,1847,99,0.1
blnm_monotona_randomizada,30,20,7,0.1128,1338,99,0.2
blnm_monotona_randomizada,30,20,7,0.1506,2010,99,0.3
blnm_monotona_randomizada,30,20,7,0.0640,1171,99,0.4
blnm_monotona_randomizada,30,20,7,0.0525,1054,108,0.5
blnm_monotona_randomizada,30,20,7,0.1225,2806,106,0.6
blnm_monotona_randomizada,30,20,7,0.0740,1962,111,0.7
blnm_monotona_randomizada,30,20,7,0.0281,1519,139,0.8
blnm_monotona_randomizada,30,20,7,0.0261,2197,143,0.9
blnm_monotona_randomizada,30,20,8,0.1897,2043,100,0.1
blnm_monotona_randomizada,30,20,8,0.1228,1211,100,0.2
blnm_monotona_randomizada,30,20,8,0.1011,1085,100,0.3
blnm_monotona_randomizada,30,20,8,0.0998,1044,100,0.4
blnm_monotona_randomizada,30,20,8,0.0758,1018,101,0.5
blnm_monotona_randomizada,30,20,8,0.1061,1997,100,0.6
blnm_monotona_randomizada,30,20,8,0.0369,1083,123,0.7
blnm_monotona_randomizada,30,20,8,0.0243,1135,129,0.8
blnm_monotona_randomizada,30,20,8,0.0177,1442,131,0.9
blnm_monotona_randomizada,30,20,9,0.1570,1387,102,0.1
blnm_monotona_randomizada,30,20,9,0.0860,1155,102,0.2
blnm_monotona_randomizada,30,20,9,0.1405,1895,100,0.3
blnm_monotona_randomizada,30,20,9,0.0958,1406,101,0.4
blnm_monotona_randomizada,30,20,9,0.0916,1756,100,0.5
blnm_monotona_randomizada,30,20,9,0.0581,1366,114,0.6
blnm_monotona_randomizada,30,20,9,0.0347,1179,129,0.7
blnm_monotona_randomizada,30,20,9,0.0465,2259,131,0.8
blnm_monotona_randomizada,30,20,9,0.0229,1915,139,0.9
blnm_monotona_randomizada,30,20,10,0.1379,1257,99,0.1
blnm_monotona_randomizada,30,20,10,0.0967,1016,99,0.2
blnm_monotona_randomizada,30,20,10,0.0791,1046,99,0.3
blnm_monotona_randomizada,30,20,10,0.0649,1077,99,0.4
blnm_monotona_randomizada,30,20,10,0.0507,1068,99,0.5
blnm_monotona_randomizada,30,20,10,0.0872,1466,99,0.6
blnm_monotona_randomizada,30,20,10,0.0740,1788,99,0.7
blnm_monotona_randomizada,30,20,10,0.0397,1313,105,0.8
blnm_monotona_randomizada,30,20,10,0.0160,1270,122,0.9
blnm_monotona_randomizada,40,20,1,0.3783,2662,104,0.1
blnm_monotona_randomizada,40,20,1,0.2247,1977,104,0.2
blnm_monotona_randomizada,40,20,1,0.1742,1626,104,0.3
blnm_monotona_randomizada,40,20,1,0.1041,1237,106,0.4
blnm_monotona_randomizada,40,20,1,0.0940,1356,107,0.5
blnm_monotona_randomizada,40,20,1,0.0676,1193,117,0.6
blnm_monotona_randomizada,40,20,1,0.0610,1330,123,0.7
blnm_monotona_randomizada,40,20,1,0.0378,1297,128,0.8
blnm_monotona_randomizada,40,20,1,0.0244,1718,127,0.9
blnm_monotona_randomizada,40,20,2,0.1909,1435,109,0.1
blnm_monotona_randomizada,40,20,2,0.2079,1626,113,0.2
blnm_monotona_randomizada,40,20,2,0.1147,1283,109,0.3
blnm_monotona_randomizada,40,20,2,0.2249,2519,111,0.4
blnm_monotona_randomizada,40,20,2,0.1833,2594,114,0.5
blnm_monotona_randomizada,40,20,2,0.1236,2225,121,0.6
blnm_monotona_randomizada,40,20,2,0.0713,1222,121,0.7
blnm_monotona_randomizada,40,20,2,0.0744,2018,133,0.8
blnm_monotona_randomizada,40,20,2,0.0506,2865,138,0.9
blnm_monotona_randomizada,40,20,3,0.3218,2163,144,0.1
blnm_monotona_randomizada,40,20,3,0.1814,1654,143,0.2
blnm_monotona_randomizada,40,20,3,0.1520,1523,145,0.3
blnm_monotona_randomizada,40,20,3,0.1069,1280,146,0.4
blnm_monotona_randomizada,40,20,3,0.0885,1382,145,0.5
blnm_monotona_randomizada,40,20,3,0.0551,1052,160,0.6
blnm_monotona_randomizada,40,20,3,0.1067,2288,158,0.7
blnm_monotona_randomizada,40,20,3,0.0415,1140,161,0.8
blnm_monotona_randomizada,40,20,3,0.0186,1088,179,0.9
blnm_monotona_randomizada,40,20,4,0.4878,3798,121,0.1
blnm_monotona_randomizada,40,20,4,0.1457,1397,129,0.2
blnm_monotona_randomizada,40,20,4,0.1830,1835,129,0.3
blnm_monotona_randomizada,40,20,4,0.2415,2453,127,0.4
blnm_monotona_randomizada,40,20,4,0.1412,1717,133,0.5
blnm_monotona_randomizada,40,20,4,0.0687,1236,134,0.6
blnm_monotona_randomizada,40,20,4,0.0904,1867,140,0.7
blnm_monotona_randomizada,40,20,4,0.0944,2828,153,0.8
blnm_monotona_randomizada,40,20,4,0.0387,2132,165,0.9
blnm_monotona_randomizada,40,20,5,0.2032,1826,112,0.1
blnm_monotona_randomizada,40,20,5,0.1997,1886,110,0.2
blnm_monotona_randomizada,40,20,5,0.1388,1191,116,0.3
blnm_monotona_randomizada,40,20,5,0.2010,2023,115,0.4
blnm_monotona_randomizada,40,20,5,0.0943,1214,126,0.5
blnm_monotona_randomizada,40,20,5,0.0887,1494,116,0.6
blnm_monotona_randomizada,40,20,5,0.0549,1313,129,0.7
blnm_monotona_randomizada,40,20,5,0.0313,1175,142,0.8
blnm_monotona_randomizada,40,20,5,0.0334,2182,141,0.9
blnm_monotona_randomizada,40,20,6,0.1456,1115,100,0.1
blnm_monotona_randomizada,40,20,6,0.1984,1790,97,0.2
blnm_monotona_randomizada,40,20,6,0.1607,1594,96,0.3
blnm_monotona_randomizada,40,20,6,0.3085,3832,97,0.4
blnm_monotona_randomizada,40,20,6,0.1158,1732,99,0.5
blnm_monotona_randomizada,40,20,6,0.0612,1202,106,0.6
blnm_monotona_randomizada,40,20,6,0.0823,1561,121,0.7
blnm_monotona_randomizada,40,20,6,0.0269,1069,114,0.8
blnm_monotona_randomizada,40,20,6,0.0203,1292,137,0.9
blnm_monotona_randomizada,40,20,7,0.1959,1658,110,0.1
blnm_monotona_randomizada,40,20,7,0.3698,3139,105,0.2
blnm_monotona_randomizada,40,20,7,0.1359,1441,109,0.3
blnm_monotona_randomizada,40,20,7,0.1052,1258,109,0.4
blnm_monotona_randomizada,40,20,7,0.0904,1210,112,0.5
blnm_monotona_randomizada,40,20,7,0.1332,1916,120,0.6
blnm_monotona_randomizada,40,20,7,0.0764,1811,120,0.7
blnm_monotona_randomizada,40,20,7,0.0483,1510,134,0.8
blnm_monotona_randomizada,40,20,7,0.0272,1435,156,0.9
blnm_monotona_randomizada,40,20,8,0.3010,2125,100,0.1
blnm_monotona_randomizada,40,20,8,0.1296,1234,100,0.2
blnm_monotona_randomizada,40,20,8,0.0955,1104,100,0.3
blnm_monotona_randomizada,40,20,8,0.0986,1240,100,0.4
blnm_monotona_randomizada,40,20,8,0.1408,1891,100,0.5
blnm_monotona_randomizada,40,20,8,0.1368,2068,102,0.6
blnm_monotona_randomizada,40,20,8,0.0806,1794,100,0.7
blnm_monotona_randomizada,40,20,8,0.0626,2247,117,0.8
blnm_monotona_randomizada,40,20,8,0.0155,1055,135,0.9
blnm_monotona_randomizada,40,20,9,0.2492,1653,119,0.1
blnm_monotona_randomizada,40,20,9,0.1338,1274,119,0.2
blnm_monotona_randomizada,40,20,9,0.2164,2011,118,0.3
blnm_monotona_randomizada,40,20,9,0.1889,2089,122,0.4
blnm_monotona_randomizada,40,20,9,0.1285,1563,129,0.5
blnm_monotona_randomizada,40,20,9,0.0726,1219,135,0.6
blnm_monotona_randomizada,40,20,9,0.0825,1753,128,0.7
blnm_monotona_randomizada,40,20,9,0.0955,2832,153,0.8
blnm_monotona_randomizada,40,20,9,0.0409,1658,168,0.9
blnm_monotona_randomizada,40,20,10,0.2691,1945,109,0.1
blnm_monotona_randomizada,40,20,10,0.3256,3072,107,0.2
blnm_monotona_randomizada,40,20,10,0.2233,2098,108,0.3
blnm_monotona_randomizada,40,20,10,0.1381,1805,110,0.4
blnm_monotona_randomizada,40,20,10,0.1761,2541,108,0.5
blnm_monotona_randomizada,40,20,10,0.0894,1284,115,0.6
blnm_monotona_randomizada,40,20,10,0.1101,2049,133,0.7
blnm_monotona_randomizada,40,20,10,0.0348,1047,140,0.8
blnm_monotona_randomizada,40,20,10,0.0300,1252,154,0.9
blnm_monotona_randomizada,75,50,1,1.0815,1777,132,0.1
blnm_monotona_randomizada,75,50,1,1.3579,2548,105,0.2
blnm_monotona_randomizada,75,50,1,0.9357,1987,119,0.3
blnm_monotona_randomizada,75,50,1,0.7378,1767,129,0.4
blnm_monotona_randomizada,75,50,1,0.6415,2072,131,0.5
blnm_monotona_randomizada,75,50,1,0.4283,1518,139,0.6
blnm_monotona_randomizada,75,50,1,0.2184,1197,152,0.7
blnm_monotona_randomizada,75,50,1,0.1033,1066,162,0.8
blnm_monotona_randomizada,75,50,1,0.0662,1031,173,0.9
blnm_monotona_randomizada,75,50,2,1.2297,2221,126,0.1
blnm_monotona_randomizada,75,50,2,1.9895,3726,107,0.2
blnm_monotona_randomizada,75,50,2,0.9857,2055,99,0.3
blnm_monotona_randomizada,75,50,2,0.5956,1550,104,0.4
blnm_monotona_randomizada,75,50,2,0.7699,2091,114,0.5
blnm_monotona_randomizada,75,50,2,0.4493,1832,116,0.6
blnm_monotona_randomizada,75,50,2,0.1985,1064,129,0.7
blnm_monotona_randomizada,75,50,2,0.2810,2135,148,0.8
blnm_monotona_randomizada,75,50,2,0.0928,1394,154,0.9
blnm_monotona_randomizada,75,50,3,2.3039,3841,98,0.1
blnm_monotona_randomizada,75,50,3,1.5265,2875,98,0.2
blnm_monotona_randomizada,75,50,3,0.9008,1660,100,0.3
blnm_monotona_randomizada,75,50,3,0.5986,1539,114,0.4
blnm_monotona_randomizada,75,50,3,0.6399,2004,112,0.5
blnm_monotona_randomizada,75,50,3,0.6018,2327,125,0.6
blnm_monotona_randomizada,75,50,3,0.3056,1429,141,0.7
blnm_monotona_randomizada,75,50,3,0.3529,2864,142,0.8
blnm_monotona_randomizada,75,50,3,0.0693,1038,159,0.9
blnm_monotona_randomizada,75,50,4,1.5752,2661,104,0.1
blnm_monotona_randomizada,75,50,4,2.9335,4745,99,0.2
blnm_monotona_randomizada,75,50,4,0.8078,1750,107,0.3
blnm_monotona_randomizada,75,50,4,0.7189,1856,116,0.4
blnm_monotona_randomizada,75,50,4,0.4126,1203,138,0.5
blnm_monotona_randomizada,75,50,4,0.4234,1642,137,0.6
blnm_monotona_randomizada,75,50,4,0.4933,2358,145,0.7
blnm_monotona_randomizada,75,50,4,0.4980,2814,155,0.8
blnm_monotona_randomizada,75,50,4,0.2080,2306,168,0.9
blnm_monotona_randomizada,75,50,5,2.7248,4140,105,0.1
blnm_monotona_randomizada,75,50,5,1.2343,2161,103,0.2
blnm_monotona_randomizada,75,50,5,1.1145,2304,103,0.3
blnm_monotona_randomizada,75,50,5,0.6608,1710,112,0.4
blnm_monotona_randomizada,75,50,5,0.7468,2245,122,0.5
blnm_monotona_randomizada,75,50,5,0.6153,2089,130,0.6
blnm_monotona_randomizada,75,50,5,0.3097,1673,144,0.7
blnm_monotona_randomizada,75,50,5,0.3178,2423,151,0.8
blnm_monotona_randomizada,75,50,5,0.1996,2322,149,0.9
blnm_monotona_randomizada,75,50,6,4.4240,7360,100,0.1
blnm_monotona_randomizada,75,50,6,1.3797,2590,107,0.2
blnm_monotona_randomizada,75,50,6,0.6624,1448,109,0.3
blnm_monotona_randomizada,75,50,6,0.6081,1302,117,0.4
blnm_monotona_randomizada,75,50,6,0.4941,1432,130,0.5
blnm_monotona_randomizada,75,50,6,0.3165,1293,130,0.6
blnm_monotona_randomizada,75,50,6,0.3747,1962,142,0.7
blnm_monotona_randomizada,75,50,6,0.2809,1850,150,0.8
blnm_monotona_randomizada,75,50,6,0.0724,1381,173,0.9
blnm_monotona_randomizada,75,50,7,0.6212,1044,116,0.1
blnm_monotona_randomizada,75,50,7,1.2858,2494,99,0.2
blnm_monotona_randomizada,75,50,7,0.9841,2154,103,0.3
blnm_monotona_randomizada,75,50,7,0.6623,1751,106,0.4
blnm_monotona_randomizada,75,50,7,0.5164,1487,122,0.5
blnm_monotona_randomizada,75,50,7,0.5638,2117,126,0.6
blnm_monotona_randomizada,75,50,7,0.2451,1238,130,0.7
blnm_monotona_randomizada,75,50,7,0.1581,1314,155,0.8
